


Per-Stroke Data:

Interval,Distance (GPS),Distance (IMP),Elapsed Time,Split (GPS),Speed (GPS),Split (IMP),Speed (IMP),Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Heart Rate,Power,Catch,Slip,Finish,Wash,Force Avg,Work,Force Max,Max Force Angle,GPS Lat.,GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,2.2,0.0,00:00:00.8,00:05:35.5,1.49,00:00:00.0,0.00,76.5,1,2.2,0.0,---,---,---,---,---,---,---,---,---,---,32.77255450,130.74819980
1,9.2,0.0,00:00:03.0,00:02:53.6,2.88,00:00:00.0,0.00,28.0,2,6.9,0.0,---,---,---,---,---,---,---,---,---,---,32.77250260,130.74824080
1,16.5,0.0,00:00:05.2,00:02:35.2,3.22,00:00:00.0,0.00,28.0,3,7.4,0.0,---,---,---,---,---,---,---,---,---,---,32.77244660,130.74828270
1,25.3,0.0,00:00:07.4,00:02:16.2,3.67,00:00:00.0,0.00,26.0,4,8.8,0.0,---,---,---,---,---,---,---,---,---,---,32.77237920,130.74833190
1,33.6,0.0,00:00:09.6,00:02:13.6,3.74,00:00:00.0,0.00,28.0,5,8.3,0.0,---,---,---,---,---,---,---,---,---,---,32.77231580,130.74837840
1,42.0,0.0,00:00:11.8,00:02:14.7,3.71,00:00:00.0,0.00,27.0,6,8.4,0.0,---,---,---,---,---,---,---,---,---,---,32.77225110,130.74842400
1,50.4,0.0,00:00:14.2,00:02:12.9,3.76,00:00:00.0,0.00,28.0,7,8.4,0.0,---,---,---,---,---,---,---,---,---,---,32.77218550,130.74846760
1,58.8,0.0,00:00:16.2,00:02:11.2,3.81,00:00:00.0,0.00,29.0,8,8.4,0.0,---,---,---,---,---,---,---,---,---,---,32.77211930,130.74851090
1,66.6,0.0,00:00:18.2,00:02:09.1,3.87,00:00:00.0,0.00,28.0,9,7.9,0.0,---,---,---,---,---,---,---,---,---,---,32.77205710,130.74855080
1,75.2,0.0,00:00:20.5,00:02:09.1,3.87,00:00:00.0,0.00,26.0,10,8.5,0.0,---,---,---,---,---,---,---,---,---,---,32.77198920,130.74859340
1,83.4,0.0,00:00:22.6,00:02:10.8,3.82,00:00:00.0,0.00,29.0,11,8.3,0.0,---,---,---,---,---,---,---,---,---,---,32.77192380,130.74863510
1,91.7,0.0,00:00:24.8,00:02:14.0,3.73,00:00:00.0,0.00,28.0,12,8.3,0.0,---,---,---,---,---,---,---,---,---,---,32.77185740,130.74867460
1,99.5,0.0,00:00:26.8,00:02:14.4,3.72,00:00:00.0,0.00,28.0,13,7.8,0.0,---,---,---,---,---,---,---,---,---,---,32.77179440,130.74871030
1,107.8,0.0,00:00:29.2,00:02:12.6,3.77,00:00:00.0,0.00,29.0,14,8.4,0.0,---,---,---,---,---,---,---,---,---,---,32.77172650,130.74874800
1,116.1,0.0,00:00:31.2,00:02:11.5,3.80,00:00:00.0,0.00,27.0,15,8.3,0.0,---,---,---,---,---,---,---,---,---,---,32.77165880,130.74878560
1,123.7,0.0,00:00:33.2,00:02:12.2,3.78,00:00:00.0,0.00,28.0,16,7.6,0.0,---,---,---,---,---,---,---,---,---,---,32.77159720,130.74882060
1,131.5,0.0,00:00:35.3,00:02:13.6,3.74,00:00:00.0,0.00,28.0,17,7.8,0.0,---,---,---,---,---,---,---,---,---,---,32.77153450,130.74885700
1,140.4,0.0,00:00:37.6,00:02:11.9,3.79,00:00:00.0,0.00,28.0,18,8.9,0.0,---,---,---,---,---,---,---,---,---,---,32.77146270,130.74889830
1,148.8,0.0,00:00:39.8,00:02:12.2,3.78,00:00:00.0,0.00,28.0,19,8.4,0.0,---,---,---,---,---,---,---,---,---,---,32.77139510,130.74893760
1,157.2,0.0,00:00:42.0,00:02:12.9,3.76,00:00:00.0,0.00,27.0,20,8.4,0.0,---,---,---,---,---,---,---,---,---,---,32.77132730,130.74897780
1,165.1,0.0,00:00:44.2,00:02:10.8,3.82,00:00:00.0,0.00,28.0,21,7.9,0.0,---,---,---,---,---,---,---,---,---,---,32.77126380,130.74901540
1,173.5,0.0,00:00:46.2,00:02:08.2,3.90,00:00:00.0,0.00,27.0,22,8.5,0.0,---,---,---,---,---,---,---,---,---,---,32.77119640,130.74905670
1,184.3,0.0,00:00:49.2,00:02:11.2,3.81,00:00:00.0,0.00,21.0,23,10.8,0.0,---,---,---,---,---,---,---,---,---,---,32.77111130,130.74911140
1,191.5,0.0,00:00:51.2,00:02:20.0,3.57,00:00:00.0,0.00,28.0,24,7.2,0.0,---,---,---,---,---,---,---,---,---,---,32.77105490,130.74914970
1,198.8,0.0,00:00:53.4,00:02:22.0,3.52,00:00:00.0,0.00,28.0,25,7.3,0.0,---,---,---,---,---,---,---,---,---,---,32.77099840,130.74919010
1,207.3,0.0,00:00:55.6,00:02:18.1,3.62,00:00:00.0,0.00,27.0,26,8.5,0.0,---,---,---,---,---,---,---,---,---,---,32.77093350,130.74923780
1,215.5,0.0,00:00:57.8,00:02:17.7,3.63,00:00:00.0,0.00,28.0,27,8.1,0.0,---,---,---,---,---,---,---,---,---,---,32.77087130,130.74928330
1,223.6,0.0,00:01:00.0,00:02:17.3,3.64,00:00:00.0,0.00,27.0,28,8.2,0.0,---,---,---,---,---,---,---,---,---,---,32.77080900,130.74932920
